text,title
" Whoosh! goes the water hose. Ooo! Eee! Ooo! goes the siren. Ding! Ding! goes the fire alarm.   Little Critter and his classmates are taking a trip to the firehouse! Little Critter puts on his boots and jacket—now he's ready to help Fireman Joe. After checking the hose and ladder, Little Critter is ready for a fireman's helmet of his own. Join Little Critter as he learns to stop, drop, and roll with Fireman Joe!   This sweet, simple story is perfect for emergent readers ready to climb their own ladder. ",Going to the Firehouse
"In this sequel to At the Earth's Core, return to the world of Pellucidar—an exotic, savage land at the center of the Earth, an untamed wilderness where the sun never sets. When American explorer David Innes first discovered Pellucidar, he fell under the spell of the strange world, earning the respect of many, the undying hatred of a few, and the love of the beautiful Dian. Torn from her arms by trickery, Innes vows revenge and returns to the Inner World to seek his lost love. Innes breaks through the earth's outer crust, far from his beloved, and is forced to cross a fierce, unyielding world to reach her. Innes's epic journey through the many strange lands of Pellucidar, including the Land of Awful Shadow, which lies beneath the brilliantly conceived pendant moon, and his heart-pounding encounters with prehistoric beasts and strange peoples makes Pellucidar one of Edgar Rice Burroughs's most rousing adventures.",Pellucidar
"Robinson Crusoe, by Daniel Defoe, is part of the Barnes & Noble Classics series, which offers quality editions at affordable prices to the student and the general reader, including new scholarship, thoughtful design, and pages of carefully crafted extras. Here are some of the remarkable features of Barnes & Noble Classics: New introductions commissioned from today's top writers and scholars Biographies of the authors Chronologies of contemporary historical, biographical, and cultural events Footnotes and endnotes Selective discussions of imitations, parodies, poems, books, plays, paintings, operas, statuary, and films inspired by the work Comments by other famous authors Study questions to challenge the reader's viewpoints and expectations Bibliographies for further reading Indices & Glossaries, when appropriateAll editions are beautifully designed and are printed to superior specifications; some include illustrations of historical interest. Barnes & Noble Classics pulls together a constellation of influences—biographical, historical, and literary—to enrich each reader's understanding of these enduring works. Widely regarded as the first English novel, Daniel Defoe’s Robinson Crusoe is one of the most popular and influential adventure stories of all time. This classic tale of shipwreck and survival on an uninhabited island was an instant success when first published in 1719 and has inspired countless imitations. In his own words, Robinson Crusoe tells of the terrible storm that drowned all his shipmates and left him marooned on a deserted island. Forced to overcome despair, doubt, and self-pity, he struggles to create a life for himself in the wilderness. From practically nothing, Crusoe painstakingly learns how to make pottery, grow crops, domesticate livestock, and build a house. His many adventures are recounted in vivid detail, including a fierce battle with cannibals and his rescue of Friday, the man who becomes his trusted companion. Full of enchanting detail and daring heroics, Robinson Crusoe is a celebration of courage, patience, ingenuity, and hard work.L. J. Swingle is Professor Emeritus of English Literature at the University of Kentucky, where his primary field of study is the intellectual contexts of British Romanticism as reflected in the works of eighteenth- and nineteenth-century poets and novelists.",Robinson Crusoe
"Jane Eyre (1847) has enjoyed huge popularity since first publication, and its success owes much to its exceptional emotional power.  Jane Eyre, a penniless orphan, is engaged as governess at Thornfield Hall by the mysterious Mr Rochester.  Her integrity and independence are tested to the limit as their love for each other grows, and the secrets of Mr Rochester's past are revealed. A brilliant new edition of this flagship of Victorian fiction, this book includes a new introduction and revised notes from one of the foremost Brontï¿½ scholars. This text is based on the definitive Clarendon edition, based on the original editions of Brontï¿½'s great work.",Jane Eyre
"This abridged&nbsp;classic tells the story of Robinson Crusoe, a Scotsman who was left on a desert island after a quarrel with the captain of his ship. He survives for nearly 30 years on an island often visited by cannibals, before he is finally offered a chance to escape. It is one of a series of shortened classic stories ranging from chilling tales to gripping adventures.",Robinson Crusoe
"The epic battle between man and monster reaches its greatest pitch in the famous story of Frankenstein. In trying to create life, the young student Victor Frankenstein unleashes forces beyond his control, setting into motion a long and tragic chain of events that brings Victor himself to the very brink. How he tries to destroy his creation, as it destroys everything Victor loves, is a powerful story of love, friendship …and horror.       @NotoriousDOC Just did a bit-torrent-style grave robbery. My new ‘man’ will be an artful collage. Also, good conversation starter.   It’s alive! I’d better beat it over the head repeatedly with a fire extinguisher.   So sometimes you build something, and it gets away. They’re gonna can me at the university if they find out about this.   From Twitterature: The World's Greatest Books in Twenty Tweets or Less   ",Frankenstein : Or the Modern Prometheus
This is a classic adventurous novel by Herman Melville with metaphysical conjecture.,"Moby Dick, the Whale : Easyread Comfort Edition"
"A fable-like tale of a small community afflicted by a mysterious plague Juxtaposing barbarity and whimsy, Brian Conn’s The Fixed Stars is a novel that has the tenor of a contemporary fable with nearly the same dreamlike logic. At the novel’s heart are the John’s Day celebration and the interactions of a small community dealing with a mystery disease. Routinely citizens are quarantined and then reintegrated into society in rituals marked by a haunting brutality. The infected and the healthy alike are quarantined. In a culture that has retreated from urbanism into a more pastoral society, the woman who nurtures spiders and the man who spins hemp exist alongside the mass acceptance of sexual promiscuity. Conn delivers a compelling portrait of a calamitous era, one tormented by pestilence, disease, violence, and post–late capitalism. An unflinching look at a world impossible to situate in time, The Fixed Stars is mythic and darkly magical.",Fixed Stars : Thirty-Seven Emblems for the Perilous Season
"When an unexplained crisis sweeps out all of the electronics on the planet, families are faced with a choice--hoard their possessions to survive or put their trust in God and offer their resources and hearts to others.",Last Light
"     Featuring an Introduction by Erica Jong, this book stars one of the most unforgettable heroines of all time.       @ToEyreIsHuman  Romance, romance, this poppa Rochester wants to get in my pants!   From Twitterature: The World's Greatest Books in Twenty Tweets or Less",Jane Eyre
"A gripping and entertaining tale of terror and suspense as well as a potent Faustian allegory of hubris and science run amok, The Invisible Man endures as one of the signature stories in the literature of science fiction. A brilliant scientist uncovers the secret to invisibility, but his grandiose dreams and the power he unleashes cause him to spiral into intrigue, madness, and murder. The inspiration for countless imitations and film adaptations, The Invisible Man is as remarkable and relevant today as it was a hundred years ago. As Arthur C. Clarke points out in his Introduction, “The interest of the story . . . lies not in its scientific concepts, but in the brilliantly worked out development of the theme of invisibility. If one could be invisible, then what?”From the Trade Paperback edition.",Invisible Man
"These cassettes contain both the ""Primary Phase"" and ""Secondary Phase"" of a Radio 4 humorous science-fiction series first broadcast on BBC Radio 4 between 1978 and 1980.",Hitch Hiker's Guide to the Galaxy Primary And Secondary Phase
"In the wake of a mega-earthquake in 2027 Japan, the virtual-reality entertainment empire Satori Corporation attempts to rescue thousands of people trapped in virtual worlds, including the ten-year-old son of professor Frank Gobi. Reprint.",Rim : A Novel of Virtual Reality
A Victorian governess's love for her mysterious employer is threatened by the tragic secret of his mansion,Jane Eyre
"An orphan girl's progress from the custody of cruel relatives to an oppressive boarding school culminates in a troubled career as a governess. Jane's first assignment at Thornfield, where the proud and cynical master harbors a scandalous secret, draws readers ever deeper into a compelling exploration of the mysteries of the human heart. A selection of the Common Core State Standards Initiative.",Jane Eyre
"The Overlords appeared suddenly over every city--intellectually, technologically, and militarily superior to humankind. Benevolent, they made few demands: unify earth, eliminate poverty, and end war. With little rebellion, humankind agreed, and a golden age began.But at what cost? With the advent of peace, man ceases to strive for creative greatness, and a malaise settles over the human race. To those who resist, it becomes evident that the Overlords have an agenda of their own. As civilization approaches the crossroads, will the Overlords spell the end for humankind . . . or the beginning?",Childhood's End
"An adapatation for children of Swift's novel, in which Lemuel Gulliver survives a series of shipwrecks which land him in four unimaginable places: the land of the little people, the fantastic flying island, the land of the giants, and the nation ruled by intelligent horses.",Gulliver's Travels
"Victor Frankenstein, a Swiss scientist, has a great ambition: to create intelligent life. But when his creature first stirs, he realizes he has constructed a monster. Abandoned by its maker and shunned by everyone who sees it, the monster turns on its creator and haunts Dr. Frankenstein with murder and horrors to the very ends of the earth. Artist Frazer Irving's cinematic and moving portrayal of the doctor and his creation is sympathetic and powerful in this graphic novel adaptation.",Frankenstein
"NATIONAL BESTSELLERPULITZER PRIZE WINNER National Book Critic's Circle Award FinalistA New York Times Notable BookOne of the Best Books of the YearThe Boston Globe, The Christian Science Monitor, The Denver Post, The Kansas City Star, Los Angeles Times, New York, People, Rocky Mountain News, Time, The Village Voice, The Washington PostThe searing, postapocalyptic novel destined to become Cormac McCarthy's masterpiece.A father and his son walk alone through burned America. Nothing moves in the ravaged landscape save the ash on the wind. It is cold enough to crack stones, and when the snow falls it is gray. The sky is dark. Their destination is the coast, although they don't know what, if anything, awaits them there. They have nothing; just a pistol to defend themselves against the lawless bands that stalk the road, the clothes they are wearing, a cart of scavenged food—and each other.The Road is the profoundly moving story of a journey. It boldly imagines a future in which no hope remains, but in which the father and his son, ""each the other's world entire,"" are sustained by love. Awesome in the totality of its vision, it is an unflinching meditation on the worst and the best that we are capable of: ultimate destructiveness, desperate tenacity, and the tenderness that keeps two people alive in the face of total devastation.",Road
"Here at last is the complete, uncut version of Heinlein's all-time masterpiece, the brilliant novel that grew from a cult favorite to a bestseller to a classic in a few short years. It is the story of Valentine Michael Smith, the man from Mars who taught humankind grokking and water-sharing. And love.",Stranger in a Strange Land
"Charlotte Brontë’s novel about the passionate love between Jane Eyre, a young girl alone in the world, and the rich, brilliant, domineering Rochester has, ever since its publication in 1847, enthralled every kind of reader, from the most critical and cultivated to the youngest and most unabashedly romantic. It lives as one of the great triumphs of storytelling and as a moving affirmation of the prerogatives of the heart in the face of disappointment and misfortune.",Jane Eyre
"In the face of a crisis that sweeps an entire high-tech planet back to the age before electricity, the Brannings face a choice. Will they hoard their possessions to survive---or trust God to provide as they offer their resources to others?#1 bestselling suspense author Terri Blackstock weaves a masterful what-if series in which global catastrophe reveals the darkness in human hearts---and lights the way to restoration for a selfcentered world.An era unlike any in modern civilization is descending, one without lights, electronics, running water, or automobiles. As a global blackout lengthens into months, the neighbors of Oak Hollow grapple with a chilling realization: the power may never return.Survival has become a lifestyle. When two young thieves break into the Brannings' home and clean out the food in their pantry, Jeff Branning tracks them to a filthy apartment and discovers a family of children living alone, stealing to stay alive. Where is their mother? The search for answersuncovers a trail of desperation and murder . . . and for the Brannings, a powerful new purpose that can transform their entire community---and above all, themselves.",Night Light
"David B. Coe enthralled readers and critics with his Winds of the Forelands, an epic fantasy full of political intrigue, complex characters, and magical conspiracy. Now he takes the hero of that series to new adventures across the sea on a journey to the Southlands.  Grinsa, who nearly single-handedly won the war of the Forelands, has been banished because he is a Weaver, a Qirsi who can wield many magics. He and his family seek only peace and a place to settle down. But even on the distant southern continent, they can’t escape the tension between his magical folk and the non-magical Eandi. Instead of peace, they find a war-ravaged land awash in racial tension and clan conflicts. Worse yet, his own people try to harness his great power and destroy his family.  Amid the high tension of clan rivalry comes a plague that preys on Qirsi power across the Southlands with deadly results. When the disease is linked to an itinerant woman peddling baskets, one old man takes it upon himself to find answers in the secrets of her veiled past.  With wonderfully creative magic, dark secrets, and engaging characters faced with a world of trouble, Coe deftly weaves an epic tapestry that launches a richly-entertaining new saga in an unknown land. ",Sorcerers' Plague
"With millions of copies sold worldwide, Frank Herbert's magnificent Dune novels stand among the major achievements of the human imagination as one of the most significant sagas in the history of literary science fiction. Dune Messiah continues the story of Paul Atreides, better known-and feared-as the man christened Muad'Dib. As Emperor of the Known Universe, he possesses more power than a single man was ever meant to wield. Worshipped as a religious icon by the fanatical Fremens, Paul faces the enmity of the political houses he displaced when he assumed the throne-and a conspiracy conducted within his own sphere of influence. And even as House Atreides begins to crumble around him from the machinations of his enemies, the true threat to Paul comes to his lover, Chani, and the unborn heir to his family's dynasty.",Dune Messiah : Book Two in the Dune Chronicles
"In the year 2011, the U.S. has squared off against a German-South African alliance and a team of Navy SEALs heads south to destroy a deadly biological warfare program that could destroy the world. Reprint.",Deep Sound Channel
"Professor Hardwigg, his nephew, and Hans journey to the center of the earth through an active volcano",Journey to the Center of the Earth
"Shipwrecked and cast adrift, Lemuel Gulliver wakes to find himself in Lilliput, an island inhabited by little people, whose six-inch height makes their quarrels over fashion and fame seem ridiculous. His subsequent encounters - with the crude giants of Brobdingnag, the abstracted scientists of Laputa, the philosophical Houyhnhnms and brutish Yahoos - give Gulliver new, bitter insights into human behaviour.",Gulliver's Travels
A humane scientist attempts to explore the most loathsome forces of evil behind the doors of his London laboratory,Dr. Jekyll and Mr. Hyde
"A bold and ingenious thriller where philosophical questions collide with technology on the question of what it means to be humanSet on a remote island in a post-apocalyptic, plague-ridden world, this electrifying novel seems destined to become a modern classic.Anax thinks she knows her history. She'd better. She's now facing three Examiners and her grueling all-day Examination has just begun. If she passes, she'll be admitted into the Academy - the elite governing institution of her utopian society.But Anax is about to discover that for all her learning, the history she's been taught isn't the whole story. And that the Academy isn't what she believes it to be.The reader is about to discover a brilliant novel of dazzling ingenuity. Anax's examination leads us into a future where we are confronted with unresolved questions raised by science and philosophy. Centuries old, these questions have gained new urgency in the face of rapidly developing technology. What is consciousness? What makes us human? If artificial intelligence were developed to a high enough capability, what status could humanity still claim?Outstanding and original, Beckett's dramatic narrative comes to a stunning close that will leave you reeling. This perfect combination of thrilling page-turner and provocative novel of ideas demands to be read again and again. ",Genesis
A Victorian governess's love for her mysterious employer is threatened by the tragic secret concealed in his mansion,Jane Eyre
"Gulliver's Travels by Jonathan Swift is one of the greatest satirical works ever written. Through the misadventures of Lemuel Gulliver, his hopelessly ""modern"" protagonist, Swift exposes many of the follies of the English Enlightenment, from its worship of science to its neglect of traditional philosophy and theology. In Swift's eighteenth century, as in our twenty-first, a war being fought between the ""ancients""and the ""moderns"", between those rooted in the traditions of the West and those seeking to uproot tradition to make way for dangerous and ultimatcly destructive new ideas. Swift's satire on the threats posed by the Enlightenment and the embryonic spirit of secular fundamentalism makes Gulliver's Travels priceless reading for today's defenders of tradition. Yet Swift's subtlety has bemused many modern critics, with the lamentable of result that this classic of western civilization is often misread and misunderstood. This new critical edition, edited by Dutton kearney of Aquinas College in Nashville, contains detailed notes to the text, bringing it to life for today's reader, and a selection of tradition-oriented essays by some of the finest contemporay Swift scholars.The Ignatius Critical Editions Series represents a tradition-oriented approach to reading the Classics of world literature. While many modern critical editions have succumbed to the fads of modernism and post-modernism, this series concentrates on critical examinations informed by our Judco-Christian heritage as passed down through the ages---the same heritage that provided the crucible in which the great authors formed these classic works.Edited by acclaimed literary biographer Joseph Pearce, the lgnatius Critical Editions ensure that readings of the works are filtered through the richness of Western tradition, meeting the authors in their clement, instead of the currently popular method of deconstructing a classic to fit a modern mindsct---a lamentable flaw that often proliferates in other series of critical editions.The Series is ideal for anyone wishing to understand the great works of Western Civilization, enabling the modern reader to enjoy these classics in the company of some of the finest literature professors alive today.",Gulliver's Travels
" For Michael Rivers, life is perfect. He is tall, handsome and worshipped by billions of fans around the globe. He is wealthy beyond measure, the heir apparent to one of the high-tech corporations that controls the world. He is fashionable, setting trends with his wardrobe of immaculate designer suits. And Michael is in love with Nora, his beautiful, witty and equally perfect fiancée. When an assassin's bullets pierce Michael's body before the cameras at a press junket, everything changes. Forcibly separated from Nora, his illusions shattered, Michael seeks to uncover the reasons behind the attempted assassination. Michael delves deep into his past, finding that all paths lead to a time when he was the golden boy, dancing furiously to the beat of notorious all-night Rage parties thrown by his father.",Grey
" When Peter, Susan, Edmund and Lucy are sent to stay with a kind professor who lives in the country, they can hardly imagine the extraordinary adventure that awaits them.   It all begins one rainy summer day when the children explore the professor's rambling old house. When they come across a room with an old wardrobe in the corner, Lucy immediately opens the door and gets inside. To her amazement, she suddenly finds herself standing in the clearing of a wood on a winter after-noon, with snowflakes falling through the air. Lucy has found Narnia, a magical land of fauns and centaurs, nymphs and talking animals -- and the beautiful but evil White Witch, who has held the country in eternal winter for a hundred years.   This exquisite gift edition brings a fresh look to this timeless classic and is the perfect introduction to all the wonders of Narnia. ","The Lion, the Witch and the Wardrobe"
"A nineteenth-century science fiction tale of an electric submarine, its eccentric captain, and undersea world, which anticipated many of the scientific achievements of the twentieth century.","20,000 Leagues Under the Sea"
"Ryan Cawdor and his band of warriors arrive in the remains of Moscow, where post-nuclear destruction has left them vulnerable to attacks by desperate mutants.",Deathlands : Red Equinox
"Cambridge Literature is a series of literary texts edited for study by students aged 14-18 in English-speaking classrooms. It will include novels, poetry, short stories, essays, travel-writing and other non-fiction. The series will be extensive and open-ended, and will provide school students with a range of edited texts taken from a wide geographical spread. It will include writing in English from various genres and differing times.  Children of the Dust by Louise Lawrence is edited by Ron Middleton, Wargrave Piggott School, Reading.",Children of the Dust
"Famous philosophical treatise of the 4th century BC concerns itself chiefly with the idea of justice, as well as such Platonic theories as that of ideas, the criticism of poetry, and the philosopher's role. Source of the famous cave myth and prototype for other imaginary commonwealths, including those of Cicero, St. Augustine, and More. Benjamin Jowett translation.",Republic
"When Sara and Jamie discovered the seemingly ordinary artifacts, they sensed the pull of a dim and distant place. A world of mists and forests, of ancient magics, mythical beings, ageless bards...and restless evil.Now, with their friends and enemies alike--Blue, the biker; Keiran, the folk musician; the Inspector from the RCMP; and the mysterious Tom Hengyr--Sara and Jamie are drawn into this enchanted land through the portals of Tamson House, that sprawling downtown edifice that straddles two worlds.Sweeping from ancient Wales to the streets of Ottawa today, Moonheart will entrance you with its tale of this world and the other one at the very edge of sight...and the unforgettable people caught up in the affairs of both. A tale of music, and motorcycles, and fey folk beyond the shadows of the moon. A tale of true magic; the tale of Moonheart.",Moonheart
"A dazzling look at Mayan mythology incarnate from New York Times bestselling author Steve AltenFor two thousand years, the Mayan Calendar has prophesied the end of mankind on a date equating to December 21st, 2012. As that day approaches, greed, corruption, economic collapse, and violence seem to be pushing our species to the predicted brink of disaster. But there is another Doomsday threat looming in our near future, a very real threat that can wipe-out not only humanity but our entire planet.Phobos: Mayan Fear, Steve Alten’s third book in the Mayan Prophecy series, is a doomsday rollercoaster ride of adventure that follows Immanuel Gabriel to the end of the world and back again for one last shot at salvation.   During Immanuel’s journey with his deceased grandfather, archaeologist Julius Gabriel, Julius reveals everything the Mayans knew and feared—from the secrets of creation that predate the Big Bang to the existence of extraterrestrials that have come to Earth to save our species. The universe is not what it seems, nor is human existence.  The ticking clock of physicality that begins at conception and terminates with our final breath is neither the end nor the beginning, but an elaborate ruse constructed as a test.We are failing miserably.",Phobos : Mayan Fear
"Valentine Michael Smith, born and raised on Mars, arrives on Earth stunning Western culture with his superhuman abilities","Stranger in a Strange Land/30th Anniversary, Uncut Version"
"Hannah Payne's life has been devoted to church and family. But after she's convicted of murder, she awakens in a changed body to a nightmarish new life. In a timely fable about a stigmatized woman struggling to navigate an America of the not-too-distant future, the line between church and state has been eradicated and convicted felons are no longer imprisoned and rehabilitated but ""chromed"" and released back into the population to survive as best they can.",When She Woke
"Best Book Award Finalist - USA Book NewsTaoist immortals and siblings, Sanfeng and Zrtian have lived for more than three thousand years. Today they face a killing disease that left them orphaned and alone centuries ago. It kills quickly and without mercy. As it spreads, bringing the world to the edge of apocalypse, the siblings must decide to help or allow the overcrowded earth to be purged.This thrilling race against time offers a smorgasbord of Chinese history, an epic love story, and the trenchant tale of one very special, intimate, and gifted family. It is a warning against the pitfalls and perils of the modern world, and a clarion call to heed the wisdom of the ancients in new and ever more relevant ways—before it is too late.",Crocodile and the Crane : A Novel of Immortality and Apocalypse
The classic study of human nature which depicts the degeneration of a group of schoolboys marooned on a desert island.,Lord of the Flies
"View our feature on Rob Thurman’s Trick of the Light.    When Trixa learns of a powerful artifact known as the Light of Life, she knows she’s hit the jackpot. Both sides—angel and demon—would give anything for it. But first she has to find it. And as Heaven and Hell ready for an apocalyptic throwdown, Trixa must decide where her true loyalty lies, and what she’s ready to fight for. Because in her world, if you line up on the wrong side, you pay with more than your life…     ",Trick of the Light : A Trickster Novel
A Victorian governess's love for her mysterious employer is threatened by the tragic secret of his mansion,Jane Eyre
"A monster assembled by a scientist from parts of dead bodies develops a mind of his own as he learns to loathe himself and hate his creator, in the classic novel accompanied by an essay by Robert Kiely","Frankenstein : Or, the Modern Prometheus"
"Two couples work to convert the population to Christianity after the apocolypse, despite the fact that the world is now ruled by Nicolae Carpathia, the Antichrist.",Nicolae : The Rise of Antichrist
"Written almost a century before the daring flights of the astronauts, Jules Verne’s prophetic novel of man’s race to the stars is a classic adventure tale enlivened by broad satire and scientific acumen. When the members of the elite Baltimore Gun Club find themselves lacking any urgent assignments at the close of the Civil War, their president, Impey Barbicane, proposes that they build a gun big enough to launch a rocket to the moon. But when Barbicane’s adversary places a huge wager that the project will fail and a daring volunteer elevates the mission to a “manned” flight, one man’s dream turns into an international space race. A story of rip-roaring action, humor, and wild imagination, From the Earth to the Moon is as uncanny in its accuracy and as filled with authentic detail and startling immediacy as Verne’s timeless masterpieces 20,000 Leagues Under the Sea and Around the World in Eighty Days. ",Journey to the Center of the Earth
"La historia de un sombrío y aterrador futuro  Guy Montag pertenece a una extraña brigada de bomberos. Su misión, paradójicamente, no es la de sofocar incendios sino la de provocarlos para quemar libros. Ha sido bombero durante más de 10 años, y siempre le gustó su trabajó. Nunca cuestionó nada —ni la emoción de las salidas a medianoche ni el placer de ver las hojas arder— hasta que conoció a una niña de diecisiete años que le mostró un pasado en el que la gente no tenía miedo y a un profesor que le habló de un futuro en el que la gente podría ser libre. Y al fin Montag comprendió lo que tenía que hacer.  Fahrenheit 451, la novela más célebre del maestro de la ciencia ficción, nos presenta un futuro perturbador: un mundo en el que los libros y la lectura están prohibidos. Porque leer obliga a pensar, y en ese mundo está prohibido pensar. Porque leer impide ser ingenuamente feliz, y en ese mundo hay que ser feliz a la fuerza.",Fahrenheit 451
Retells the story of the ill-fated voyage of a whaling ship led by the fanatical Captain Ahab in search of the white whale that had crippled him,Moby Dick/Moby Dick
"There is no code Elroy Coffin can’t break, nothing he can’t hack, no safe he can’t get into. But for the past two years, he’s been incarcerated in a maximum-security hellhole after a job gone bad, driven to near-madness by the revelation of his beloved wife’s murder. Now a powerful and mysterious visitor who calls herself a “concerned citizen” offers Elroy his freedom if he’ll do another job, and sweetens the deal with proof that his wife might still be alive. All Elroy has to do is hack into one of the most complicated and deadliest security grids in the world—clear and simple instructions for the best in the business. Or so he thinks. Quickly drawn into the epicenter of a secret, brutal war between criminal masterminds, Elroy is forced to run for his life through a rapid-fire labyrinth of deception, betrayal, and intrigue— where no one is to be trusted and every fight could be his last . . . and the real truth hidden beneath the myriad levels of treachery may be too shocking to comprehend. . . .",Resurrection Express
"People have been predicting the end of the world almost from its very beginning, so it's only natural to be skeptical when a new date is set for Judgement Day. But what if, for once, the predictions are right, and the apocalypse really is due to arrive next Saturday, just after tea?","Good Omens : The Nice and Accurate Prophecies of Agnes Nutter, Witch"
"A humane scientist attempts to explore the most loathsome forces of evil behind the doors of his London laboratory, in an adaptation of Stevenson's classic tale.",Dr. Jekyll and Mr. Hyde
"The hospital patient claiming to be from another planet must be insane, but then strange things start to happen and his story of a utopian world, so similar yet superior to ours, begins to appear both credible and tantalizing. A first novel. (Tie-in to upcoming Universal Pictures film directed by Ian Softly and starring Kevin Spacey & Jeff Bridges.) (Science Fiction & Fantasy)",K-Pax
"A plain but spirited Victorian governess's growing love for her mysterious employer, the brooding Mr. Rochester, is threatened by the tragic secret of his mansion.  Book available.",Jane Eyre : Library Edition
Three men discover the mysterious secrets of ancient civilizations and change the course of scientific discovery during a fantastic expedition beneath the Earth's surface.,Journey to the Center of the Earth
"A gripping and entertaining tale of terror and suspense as well as a potent Faustian allegory of hubris and science run amok, The Invisible Man endures as one of the signature stories in the literature of science fiction. A brilliant scientist uncovers the secret to invisibility, but his grandiose dreams and the power he unleashes cause him to spiral into intrigue, madness, and murder. The inspiration for countless imitations and film adaptations, The Invisible Man is as remarkable and relevant today as it was a hundred years ago. As Arthur C. Clarke points out in his Introduction, “The interest of the story . . . lies not in its scientific concepts, but in the brilliantly worked out development of the theme of invisibility. If one could be invisible, then what?”From the Trade Paperback edition.",Invisible Man
Quinbus Fiestrin encounters a series of odd characters and places when he is shipwrecked far from his English homeland.,Gulliver's Travels
"The tattooed man moves, and in the arcane designs scrawled upon his skin swirled tales beyond imagining: tales of love and laughter darkness and death, of mankind’s glowing, golden past and its dim, haunted future. Here are eighteen incomparable stories that blend magic and truth in a kaleidoscope tapestry of wonder–woven by the matchless imagination of Ray Bradbury.",Illustrated Man
"This is how it began...&nbsp;It is the year 2524.&nbsp; Harvest is a peaceful, prosperous farming colony on the very edge of human-controlled space.&nbsp; But we have trespassed on holy ground--strayed into the path of an aggressive alien empire known as the Covenant.&nbsp; What begins as a chance encounter between an alien privateer and a human freighter catapults mankind into a struggle for its very existence.&nbsp;But humanity is also locked in a bitter civil war known as the Insurrection.&nbsp; So the survival of Harvest's citizens falls to a squad of battle-weary UNSC Marines and their inexperienced colonial militia trainees.&nbsp; In this unlikely group of heroes, one stands above the rest...a young Marine staff sergeant named Avery Johnson.",Contact Harvest
"Who has not dreamed of life on an exotic isle, far away from civilization? Here is the novel which has inspired countless imitations by lesser writers, none of which equal the power and originality of Defoe's famous book. Robinson Crusoe, set ashore on an island after a terrible storm at sea, is forced to make do with only a knife, some tobacco, and a pipe. He learns how to build a canoe, make bread, and endure endless solitude. That is, until, twenty-four years later, when he confronts another human being. First published in 1719, Robinson Crusoe has been praised by such writers as James Joyce, Virginia Woolf, and Samuel Johnson as one of the greatest novels in the English language.  Daniel Defoe (1660-1731) trained for the ministry, became a political journalist, and finally, to many, became ""the father of the English novel."" He is also the author of Moll Flanders.",Robinson Crusoe
"An abridged version of the experiences of an Englishman stranded by shipwreck on a desert island, where he survives for some thirty years.",Robinson Crusoe
"Lois Lowry’s The Giver is the quintessential dystopian novel, followed by its remarkable companions, Gathering Blue, Messenger, and Son.Jonas's world is perfect. Everything is under control. There is no war or fear of pain. There are no choices. Every person is assigned a role in the community. When Jonas turns 12 he is singled out to receive special training from The Giver. The Giver alone holds the memories of the true pain and pleasure of life. Now, it is time for Jonas to receive the truth. There is no turning back.",Giver
"Fiction writer, internationally known filmmaker, critical theorist, Alexander Kluge is perhaps postwar Germany’s most prolific and diverse intellectual. With this translation of Learning Processes with a Deadly Outcome, a novella first published in German in 1973, one of Kluge’s most important literary works becomes available to an English-speaking audience for the first time. Written in a quasi-documentary style, this fascinating hybrid work combines science fiction with modernist forms of montage and reportage to describe a future in which Earth has been almost totally destroyed following the catastrophic Black War. The planet’s remaining inhabitants have been driven underground or into space where the struggle to establish a new society rages on.Whether describing the scene in China where the devastated landscape is reconstructed according to old paintings, or in the galactic realm of the Starway where giant, turf-battling, corporate colonizing forces exploit the universe’s resources, Kluge tells his tale by inventing various forms of “evidence” that satirize the discourses of administrative bureaucracy, the law, military security, and the media. He gives us some of his most bizarre and hilarious characters in this peculiar world in which the remains of the past are mixed with the most advanced elements of the future. The cast includes highly specialized women workers who have adapted to the massive gravitational field of their heavy-metal planets, a commander with lethal foot-fungus, and ex-Nazi space pioneers who, in their lonely exile from the conflagrations on earth, spend their time carving enormous facsimiles of operatic sheet music in the forests of uninhabited planets.With parody, and humor, Kluge shows how the survivors of Armageddon attempt to learn the art of civilization, and, despite the disaster they have suffered, how they set out to reproduce at new sites a caricature of a classic and fascistic feudal capitalism.",Learning Processes With a Deadly Outcome
"The things in the picture were moving.  It didn&apos;t look at all like a cinema either; the colors were too real and clean and out-of-doors for that.  Down went the prow of the ship into the wave and up went a great shock of spray.  Through this enchanted painting, Edmund and Lucy, accompanied by their unwilling and unpleasant cousin Eustace, once again enter the magical world of Narnia.  Once aboard the magnificent ship Dawn Treader, Edmund and Lucy are reunited with their old friends Caspian, the young King, and Reepicheep, the daring Mouse.  They embark on a noble voyage to find the seven lords of Narnia who were banished during the dark rule of Caspian&apos;s evil uncle Miraz.  Unforeseeable adventures and dangers await them as they sail farther and farther from charted waters toward the 'utter East' that Reepicheep has dreamed of since his youth.  It is there he hopes to find the mystical home of Aslan, the majestic Lion and King and Lord of all Narnia.",The Voyage of the Dawn Treader
"Douglas Adams' trilogy in four parts, charting the whole of Arthur Dent's odyssey through space.",Hitchhiker Trilogy : A Trilogy in Five Parts
